redis            | 2025-10-29 16:43:34.772 | 1:C 29 Oct 2025 10:58:34.771 # oO0OoO0OoO0Oo Redis is starting oO0OoO0OoO0Oo
mysql            | 2025-10-29 16:43:35.759 | 2025-10-29T10:58:35.759656Z 0 [Warning] [MY-010315] [Server] 'user' entry 'root@localhost' ignored in --skip-name-resolve mode.
mysql            | 2025-10-29 16:43:35.759 | 2025-10-29T10:58:35.759673Z 0 [Warning] [MY-010323] [Server] 'db' entry 'performance_schema mysql.session@localhost' ignored in --skip-name-resolve mode.
mysql            | 2025-10-29 16:43:35.759 | 2025-10-29T10:58:35.759677Z 0 [Warning] [MY-010323] [Server] 'db' entry 'sys mysql.sys@localhost' ignored in --skip-name-resolve mode.
mysql            | 2025-10-29 16:43:35.759 | 2025-10-29T10:58:35.759685Z 0 [Warning] [MY-010311] [Server] 'proxies_priv' entry '@ root@localhost' ignored in --skip-name-resolve mode.
mysql            | 2025-10-29 16:43:35.768 | 2025-10-29T10:58:35.768311Z 0 [Warning] [MY-010330] [Server] 'tables_priv' entry 'user mysql.session@localhost' ignored in --skip-name-resolve mode.
mysql            | 2025-10-29 16:43:35.768 | 2025-10-29T10:58:35.768357Z 0 [Warning] [MY-010330] [Server] 'tables_priv' entry 'sys_config mysql.sys@localhost' ignored in --skip-name-resolve mode.
mysql            | 2025-10-29 16:43:35.773 | 2025-10-29T10:58:35.773174Z 0 [System] [MY-010931] [Server] /usr/sbin/mysqld: ready for connections. Version: '8.0.12'  socket: '/var/run/mysqld/mysqld.sock'  port: 3306  MySQL Community Server - GPL.
rabbitmq         | 2025-10-29 16:43:37.428 | 2025-10-29 10:58:37.423838+00:00 [notice] <0.44.0> Application syslog exited with reason: stopped
rabbitmq         | 2025-10-29 16:43:37.428 | 2025-10-29 10:58:37.427794+00:00 [notice] <0.254.0> Logging: switching to configured handler(s); following messages may not be visible in this log output
rabbitmq         | 2025-10-29 16:43:37.428 | 2025-10-29 10:58:37.428291+00:00 [notice] <0.254.0> Logging: configured log handlers are now ACTIVE
rabbitmq         | 2025-10-29 16:43:37.436 | 2025-10-29 10:58:37.436516+00:00 [info] <0.254.0> ra: starting system quorum_queues
rabbitmq         | 2025-10-29 16:43:37.436 | 2025-10-29 10:58:37.436597+00:00 [info] <0.254.0> starting Ra system: quorum_queues in directory: /var/lib/rabbitmq/mnesia/rabbit@c53bd8a5a22f/quorum/rabbit@c53bd8a5a22f
rabbitmq         | 2025-10-29 16:43:37.480 | 2025-10-29 10:58:37.480032+00:00 [info] <0.268.0> ra system 'quorum_queues' running pre init for 0 registered servers
rabbitmq         | 2025-10-29 16:43:37.488 | 2025-10-29 10:58:37.488368+00:00 [info] <0.269.0> ra: meta data store initialised for system quorum_queues. 0 record(s) recovered
rabbitmq         | 2025-10-29 16:43:37.497 | 2025-10-29 10:58:37.497234+00:00 [notice] <0.274.0> WAL: ra_log_wal init, open tbls: ra_log_open_mem_tables, closed tbls: ra_log_closed_mem_tables
rabbitmq         | 2025-10-29 16:43:37.508 | 2025-10-29 10:58:37.507866+00:00 [info] <0.254.0> ra: starting system coordination
rabbitmq         | 2025-10-29 16:43:37.508 | 2025-10-29 10:58:37.507916+00:00 [info] <0.254.0> starting Ra system: coordination in directory: /var/lib/rabbitmq/mnesia/rabbit@c53bd8a5a22f/coordination/rabbit@c53bd8a5a22f
rabbitmq         | 2025-10-29 16:43:37.508 | 2025-10-29 10:58:37.508785+00:00 [info] <0.282.0> ra system 'coordination' running pre init for 0 registered servers
rabbitmq         | 2025-10-29 16:43:37.509 | 2025-10-29 10:58:37.509250+00:00 [info] <0.283.0> ra: meta data store initialised for system coordination. 0 record(s) recovered
rabbitmq         | 2025-10-29 16:43:37.509 | 2025-10-29 10:58:37.509410+00:00 [notice] <0.288.0> WAL: ra_coordination_log_wal init, open tbls: ra_coordination_log_open_mem_tables, closed tbls: ra_coordination_log_closed_mem_tables
rabbitmq         | 2025-10-29 16:43:37.511 | 2025-10-29 10:58:37.511236+00:00 [info] <0.254.0> ra: starting system coordination
rabbitmq         | 2025-10-29 16:43:37.511 | 2025-10-29 10:58:37.511279+00:00 [info] <0.254.0> starting Ra system: coordination in directory: /var/lib/rabbitmq/mnesia/rabbit@c53bd8a5a22f/coordination/rabbit@c53bd8a5a22f
rabbitmq         | 2025-10-29 16:43:37.579 | 2025-10-29 10:58:37.579556+00:00 [info] <0.254.0> Waiting for Khepri leader for 30000 ms, 9 retries left
rabbitmq         | 2025-10-29 16:43:37.586 | 2025-10-29 10:58:37.586257+00:00 [notice] <0.292.0> RabbitMQ metadata store: candidate -> leader in term: 1 machine version: 1
rabbitmq         | 2025-10-29 16:43:37.593 | 2025-10-29 10:58:37.592766+00:00 [info] <0.254.0> Khepri leader elected
rabbitmq         | 2025-10-29 16:43:37.593 | 2025-10-29 10:58:37.592823+00:00 [info] <0.254.0> Waiting for Khepri projections for 30000 ms, 9 retries left
rabbitmq         | 2025-10-29 16:43:37.804 | 2025-10-29 10:58:37.804152+00:00 [info] <0.254.0> 
rabbitmq         | 2025-10-29 16:43:37.804 | 2025-10-29 10:58:37.804152+00:00 [info] <0.254.0>  Starting RabbitMQ 3.13.7 on Erlang 26.2.5.15 [jit]
rabbitmq         | 2025-10-29 16:43:37.804 | 2025-10-29 10:58:37.804152+00:00 [info] <0.254.0>  Copyright (c) 2007-2024 Broadcom Inc and/or its subsidiaries
rabbitmq         | 2025-10-29 16:43:37.804 | 2025-10-29 10:58:37.804152+00:00 [info] <0.254.0>  Licensed under the MPL 2.0. Website: https://rabbitmq.com
rabbitmq         | 2025-10-29 16:43:37.804 | 
rabbitmq         | 2025-10-29 16:43:37.804 |   ##  ##      RabbitMQ 3.13.7
rabbitmq         | 2025-10-29 16:43:37.804 |   ##  ##
rabbitmq         | 2025-10-29 16:43:37.804 |   ##########  Copyright (c) 2007-2024 Broadcom Inc and/or its subsidiaries
rabbitmq         | 2025-10-29 16:43:37.804 |   ######  ##
rabbitmq         | 2025-10-29 16:43:37.804 |   ##########  Licensed under the MPL 2.0. Website: https://rabbitmq.com
rabbitmq         | 2025-10-29 16:43:37.804 | 
rabbitmq         | 2025-10-29 16:43:37.804 |   Erlang:      26.2.5.15 [jit]
rabbitmq         | 2025-10-29 16:43:37.804 |   TLS Library: OpenSSL - OpenSSL 3.1.8 11 Feb 2025
rabbitmq         | 2025-10-29 16:43:37.804 |   Release series support status: see https://www.rabbitmq.com/release-information
rabbitmq         | 2025-10-29 16:43:37.804 | 
rabbitmq         | 2025-10-29 16:43:37.804 |   Doc guides:  https://www.rabbitmq.com/docs
rabbitmq         | 2025-10-29 16:43:37.804 |   Support:     https://www.rabbitmq.com/docs/contact
rabbitmq         | 2025-10-29 16:43:37.804 |   Tutorials:   https://www.rabbitmq.com/tutorials
rabbitmq         | 2025-10-29 16:43:37.804 |   Monitoring:  https://www.rabbitmq.com/docs/monitoring
rabbitmq         | 2025-10-29 16:43:37.804 |   Upgrading:   https://www.rabbitmq.com/docs/upgrade
rabbitmq         | 2025-10-29 16:43:37.804 | 
rabbitmq         | 2025-10-29 16:43:37.804 |   Logs: <stdout>
rabbitmq         | 2025-10-29 16:43:37.804 | 
rabbitmq         | 2025-10-29 16:43:37.804 |   Config file(s): /etc/rabbitmq/conf.d/10-defaults.conf
rabbitmq         | 2025-10-29 16:43:37.804 | 
rabbitmq         | 2025-10-29 16:43:37.804 |   Starting broker...2025-10-29 10:58:37.804720+00:00 [info] <0.254.0> 
rabbitmq         | 2025-10-29 16:43:37.804 | 2025-10-29 10:58:37.804720+00:00 [info] <0.254.0>  node           : rabbit@c53bd8a5a22f
rabbitmq         | 2025-10-29 16:43:37.804 | 2025-10-29 10:58:37.804720+00:00 [info] <0.254.0>  home dir       : /var/lib/rabbitmq
rabbitmq         | 2025-10-29 16:43:37.804 | 2025-10-29 10:58:37.804720+00:00 [info] <0.254.0>  config file(s) : /etc/rabbitmq/conf.d/10-defaults.conf
rabbitmq         | 2025-10-29 16:43:37.804 | 2025-10-29 10:58:37.804720+00:00 [info] <0.254.0>  cookie hash    : zcY/NCnzWHkd8Xn7CcluHg==
rabbitmq         | 2025-10-29 16:43:37.804 | 2025-10-29 10:58:37.804720+00:00 [info] <0.254.0>  log(s)         : <stdout>
rabbitmq         | 2025-10-29 16:43:37.804 | 2025-10-29 10:58:37.804720+00:00 [info] <0.254.0>  data dir       : /var/lib/rabbitmq/mnesia/rabbit@c53bd8a5a22f
rabbitmq         | 2025-10-29 16:43:38.146 | 2025-10-29 10:58:38.146529+00:00 [info] <0.254.0> Running boot step pre_boot defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.146 | 2025-10-29 10:58:38.146603+00:00 [info] <0.254.0> Running boot step rabbit_global_counters defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.147 | 2025-10-29 10:58:38.146891+00:00 [info] <0.254.0> Running boot step rabbit_osiris_metrics defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.147 | 2025-10-29 10:58:38.146997+00:00 [info] <0.254.0> Running boot step rabbit_core_metrics defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.147 | 2025-10-29 10:58:38.147552+00:00 [info] <0.254.0> Running boot step rabbit_alarm defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.156 | 2025-10-29 10:58:38.156437+00:00 [info] <0.329.0> Memory high watermark set to 734 MiB (770029977 bytes) of 1835 MiB (1925074944 bytes) total
rabbitmq         | 2025-10-29 16:43:38.158 | 2025-10-29 10:58:38.158237+00:00 [info] <0.331.0> Enabling free disk space monitoring (disk free space: 201013673984, total memory: 1925074944)
rabbitmq         | 2025-10-29 16:43:38.158 | 2025-10-29 10:58:38.158299+00:00 [info] <0.331.0> Disk free limit set to 50MB
rabbitmq         | 2025-10-29 16:43:38.159 | 2025-10-29 10:58:38.159353+00:00 [info] <0.254.0> Running boot step code_server_cache defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.159 | 2025-10-29 10:58:38.159442+00:00 [info] <0.254.0> Running boot step file_handle_cache defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.164 | 2025-10-29 10:58:38.164135+00:00 [info] <0.334.0> Limiting to approx 1048479 file handles (943629 sockets)
rabbitmq         | 2025-10-29 16:43:38.164 | 2025-10-29 10:58:38.164260+00:00 [info] <0.335.0> FHC read buffering: OFF
rabbitmq         | 2025-10-29 16:43:38.164 | 2025-10-29 10:58:38.164301+00:00 [info] <0.335.0> FHC write buffering: ON
rabbitmq         | 2025-10-29 16:43:38.165 | 2025-10-29 10:58:38.164858+00:00 [info] <0.254.0> Running boot step worker_pool defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.165 | 2025-10-29 10:58:38.164997+00:00 [info] <0.315.0> Will use 8 processes for default worker pool
rabbitmq         | 2025-10-29 16:43:38.165 | 2025-10-29 10:58:38.165073+00:00 [info] <0.315.0> Starting worker pool 'worker_pool' with 8 processes in it
rabbitmq         | 2025-10-29 16:43:38.165 | 2025-10-29 10:58:38.165623+00:00 [info] <0.254.0> Running boot step database defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.166 | 2025-10-29 10:58:38.166267+00:00 [info] <0.254.0> Peer discovery: configured backend: rabbit_peer_discovery_classic_config
rabbitmq         | 2025-10-29 16:43:38.168 | 2025-10-29 10:58:38.168204+00:00 [notice] <0.316.0> Feature flags: attempt to enable `detailed_queues_endpoint`...
rabbitmq         | 2025-10-29 16:43:38.231 | 2025-10-29 10:58:38.231192+00:00 [notice] <0.316.0> Feature flags: `detailed_queues_endpoint` enabled
rabbitmq         | 2025-10-29 16:43:38.231 | 2025-10-29 10:58:38.231475+00:00 [notice] <0.316.0> Feature flags: attempt to enable `quorum_queue_non_voters`...
rabbitmq         | 2025-10-29 16:43:38.295 | 2025-10-29 10:58:38.294977+00:00 [notice] <0.316.0> Feature flags: `quorum_queue_non_voters` enabled
rabbitmq         | 2025-10-29 16:43:38.297 | 2025-10-29 10:58:38.295194+00:00 [notice] <0.316.0> Feature flags: attempt to enable `stream_update_config_command`...
rabbitmq         | 2025-10-29 16:43:38.359 | 2025-10-29 10:58:38.359042+00:00 [notice] <0.316.0> Feature flags: `stream_update_config_command` enabled
rabbitmq         | 2025-10-29 16:43:38.361 | 2025-10-29 10:58:38.359198+00:00 [notice] <0.316.0> Feature flags: attempt to enable `stream_filtering`...
rabbitmq         | 2025-10-29 16:43:38.423 | 2025-10-29 10:58:38.423196+00:00 [notice] <0.316.0> Feature flags: `stream_filtering` enabled
rabbitmq         | 2025-10-29 16:43:38.423 | 2025-10-29 10:58:38.423315+00:00 [notice] <0.316.0> Feature flags: attempt to enable `stream_sac_coordinator_unblock_group`...
rabbitmq         | 2025-10-29 16:43:38.485 | 2025-10-29 10:58:38.484759+00:00 [notice] <0.316.0> Feature flags: `stream_sac_coordinator_unblock_group` enabled
rabbitmq         | 2025-10-29 16:43:38.485 | 2025-10-29 10:58:38.484906+00:00 [notice] <0.316.0> Feature flags: attempt to enable `restart_streams`...
rabbitmq         | 2025-10-29 16:43:38.548 | 2025-10-29 10:58:38.548239+00:00 [notice] <0.316.0> Feature flags: `restart_streams` enabled
rabbitmq         | 2025-10-29 16:43:38.548 | 2025-10-29 10:58:38.548412+00:00 [notice] <0.316.0> Feature flags: attempt to enable `message_containers`...
rabbitmq         | 2025-10-29 16:43:38.611 | 2025-10-29 10:58:38.611452+00:00 [notice] <0.316.0> Feature flags: `message_containers` enabled
rabbitmq         | 2025-10-29 16:43:38.611 | 2025-10-29 10:58:38.611570+00:00 [notice] <0.316.0> Feature flags: attempt to enable `message_containers_deaths_v2`...
rabbitmq         | 2025-10-29 16:43:38.672 | 2025-10-29 10:58:38.672463+00:00 [notice] <0.316.0> Feature flags: `message_containers_deaths_v2` enabled
rabbitmq         | 2025-10-29 16:43:38.672 | 2025-10-29 10:58:38.672745+00:00 [info] <0.254.0> DB: virgin node -> run peer discovery
rabbitmq         | 2025-10-29 16:43:38.672 | 2025-10-29 10:58:38.672780+00:00 [warning] <0.254.0> Classic peer discovery backend: list of nodes does not contain the local node []
rabbitmq         | 2025-10-29 16:43:38.679 | 2025-10-29 10:58:38.679131+00:00 [notice] <0.44.0> Application mnesia exited with reason: stopped
rabbitmq         | 2025-10-29 16:43:38.775 | 2025-10-29 10:58:38.775016+00:00 [info] <0.254.0> Waiting for Mnesia tables for 30000 ms, 9 retries left
rabbitmq         | 2025-10-29 16:43:38.775 | 2025-10-29 10:58:38.775149+00:00 [info] <0.254.0> Successfully synced tables from a peer
rabbitmq         | 2025-10-29 16:43:38.775 | 2025-10-29 10:58:38.775260+00:00 [info] <0.254.0> Waiting for Mnesia tables for 30000 ms, 9 retries left
rabbitmq         | 2025-10-29 16:43:38.775 | 2025-10-29 10:58:38.775360+00:00 [info] <0.254.0> Successfully synced tables from a peer
rabbitmq         | 2025-10-29 16:43:38.779 | 2025-10-29 10:58:38.779286+00:00 [info] <0.254.0> Waiting for Mnesia tables for 30000 ms, 9 retries left
rabbitmq         | 2025-10-29 16:43:38.779 | 2025-10-29 10:58:38.779407+00:00 [info] <0.254.0> Successfully synced tables from a peer
rabbitmq         | 2025-10-29 16:43:38.779 | 2025-10-29 10:58:38.779576+00:00 [info] <0.254.0> Running boot step tracking_metadata_store defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.779 | 2025-10-29 10:58:38.779676+00:00 [info] <0.562.0> Setting up a table for connection tracking on this node: tracked_connection
rabbitmq         | 2025-10-29 16:43:38.780 | 2025-10-29 10:58:38.779722+00:00 [info] <0.562.0> Setting up a table for per-vhost connection counting on this node: tracked_connection_per_vhost
rabbitmq         | 2025-10-29 16:43:38.780 | 2025-10-29 10:58:38.779794+00:00 [info] <0.562.0> Setting up a table for per-user connection counting on this node: tracked_connection_per_user
rabbitmq         | 2025-10-29 16:43:38.780 | 2025-10-29 10:58:38.779848+00:00 [info] <0.562.0> Setting up a table for channel tracking on this node: tracked_channel
rabbitmq         | 2025-10-29 16:43:38.780 | 2025-10-29 10:58:38.779913+00:00 [info] <0.562.0> Setting up a table for channel tracking on this node: tracked_channel_per_user
rabbitmq         | 2025-10-29 16:43:38.780 | 2025-10-29 10:58:38.779969+00:00 [info] <0.254.0> Running boot step networking_metadata_store defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.780 | 2025-10-29 10:58:38.780054+00:00 [info] <0.254.0> Running boot step feature_flags defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.780 | 2025-10-29 10:58:38.780173+00:00 [info] <0.254.0> Running boot step codec_correctness_check defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.781 | 2025-10-29 10:58:38.780326+00:00 [info] <0.254.0> Running boot step external_infrastructure defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.781 | 2025-10-29 10:58:38.780407+00:00 [info] <0.254.0> Running boot step rabbit_event defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.781 | 2025-10-29 10:58:38.780549+00:00 [info] <0.254.0> Running boot step rabbit_delayed_message defined by app rabbitmq_delayed_message_exchange
rabbitmq         | 2025-10-29 16:43:38.788 | 2025-10-29 10:58:38.787871+00:00 [info] <0.254.0> Waiting for Mnesia tables for 30000 ms, 0 retries left
rabbitmq         | 2025-10-29 16:43:38.788 | 2025-10-29 10:58:38.787963+00:00 [info] <0.254.0> Successfully synced tables from a peer
rabbitmq         | 2025-10-29 16:43:38.788 | 2025-10-29 10:58:38.787985+00:00 [info] <0.254.0> Running boot step rabbit_registry defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.788 | 2025-10-29 10:58:38.788108+00:00 [info] <0.254.0> Running boot step rabbit_auth_mechanism_amqplain defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.788 | 2025-10-29 10:58:38.788172+00:00 [info] <0.254.0> Running boot step rabbit_auth_mechanism_cr_demo defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.788 | 2025-10-29 10:58:38.788233+00:00 [info] <0.254.0> Running boot step rabbit_auth_mechanism_plain defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.788 | 2025-10-29 10:58:38.788284+00:00 [info] <0.254.0> Running boot step rabbit_exchange_type_direct defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.788 | 2025-10-29 10:58:38.788329+00:00 [info] <0.254.0> Running boot step rabbit_exchange_type_fanout defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.788 | 2025-10-29 10:58:38.788370+00:00 [info] <0.254.0> Running boot step rabbit_exchange_type_headers defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.788 | 2025-10-29 10:58:38.788409+00:00 [info] <0.254.0> Running boot step rabbit_exchange_type_topic defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.788 | 2025-10-29 10:58:38.788453+00:00 [info] <0.254.0> Running boot step rabbit_mirror_queue_mode_all defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.788 | 2025-10-29 10:58:38.788497+00:00 [info] <0.254.0> Running boot step rabbit_mirror_queue_mode_exactly defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.788 | 2025-10-29 10:58:38.788543+00:00 [info] <0.254.0> Running boot step rabbit_mirror_queue_mode_nodes defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.788 | 2025-10-29 10:58:38.788655+00:00 [info] <0.254.0> Running boot step rabbit_priority_queue defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.788 | 2025-10-29 10:58:38.788687+00:00 [info] <0.254.0> Priority queues enabled, real BQ is rabbit_variable_queue
rabbitmq         | 2025-10-29 16:43:38.788 | 2025-10-29 10:58:38.788726+00:00 [info] <0.254.0> Running boot step rabbit_queue_location_client_local defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.788 | 2025-10-29 10:58:38.788783+00:00 [info] <0.254.0> Running boot step rabbit_queue_location_min_masters defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.789 | 2025-10-29 10:58:38.788829+00:00 [info] <0.254.0> Running boot step rabbit_queue_location_random defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.789 | 2025-10-29 10:58:38.788865+00:00 [info] <0.254.0> Running boot step kernel_ready defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.789 | 2025-10-29 10:58:38.788887+00:00 [info] <0.254.0> Running boot step rabbit_sysmon_minder defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.789 | 2025-10-29 10:58:38.789162+00:00 [info] <0.254.0> Running boot step rabbit_epmd_monitor defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.790 | 2025-10-29 10:58:38.789894+00:00 [info] <0.583.0> epmd monitor knows us, inter-node communication (distribution) port: 25672
rabbitmq         | 2025-10-29 16:43:38.790 | 2025-10-29 10:58:38.790014+00:00 [info] <0.254.0> Running boot step guid_generator defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.791 | 2025-10-29 10:58:38.791644+00:00 [info] <0.254.0> Running boot step rabbit_node_monitor defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.791 | 2025-10-29 10:58:38.791886+00:00 [info] <0.587.0> Starting rabbit_node_monitor (in ignore mode)
rabbitmq         | 2025-10-29 16:43:38.792 | 2025-10-29 10:58:38.791977+00:00 [info] <0.254.0> Running boot step delegate_sup defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.792 | 2025-10-29 10:58:38.792440+00:00 [info] <0.254.0> Running boot step rabbit_memory_monitor defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.792 | 2025-10-29 10:58:38.792623+00:00 [info] <0.254.0> Running boot step rabbit_fifo_dlx_sup defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.792 | 2025-10-29 10:58:38.792718+00:00 [info] <0.254.0> Running boot step core_initialized defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.792 | 2025-10-29 10:58:38.792753+00:00 [info] <0.254.0> Running boot step rabbit_channel_tracking_handler defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.792 | 2025-10-29 10:58:38.792814+00:00 [info] <0.254.0> Running boot step rabbit_connection_tracking_handler defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.793 | 2025-10-29 10:58:38.792870+00:00 [info] <0.254.0> Running boot step rabbit_definitions_hashing defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.793 | 2025-10-29 10:58:38.792936+00:00 [info] <0.254.0> Running boot step rabbit_exchange_parameters defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.815 | 2025-10-29 10:58:38.815444+00:00 [info] <0.254.0> Running boot step rabbit_mirror_queue_misc defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.816 | 2025-10-29 10:58:38.815929+00:00 [info] <0.254.0> Running boot step rabbit_policies defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.816 | 2025-10-29 10:58:38.816263+00:00 [info] <0.254.0> Running boot step rabbit_policy defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.817 | 2025-10-29 10:58:38.816335+00:00 [info] <0.254.0> Running boot step rabbit_queue_location_validator defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.817 | 2025-10-29 10:58:38.816398+00:00 [info] <0.254.0> Running boot step rabbit_quorum_memory_manager defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.817 | 2025-10-29 10:58:38.816487+00:00 [info] <0.254.0> Running boot step rabbit_quorum_queue defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.817 | 2025-10-29 10:58:38.816696+00:00 [info] <0.254.0> Running boot step rabbit_stream_coordinator defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.818 | 2025-10-29 10:58:38.817373+00:00 [info] <0.254.0> Running boot step rabbit_vhost_limit defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.818 | 2025-10-29 10:58:38.817571+00:00 [info] <0.254.0> Running boot step rabbit_delayed_message_supervisor defined by app rabbitmq_delayed_message_exchange
rabbitmq         | 2025-10-29 16:43:38.818 | 2025-10-29 10:58:38.817922+00:00 [info] <0.254.0> Running boot step rabbit_exchange_type_delayed_message defined by app rabbitmq_delayed_message_exchange
rabbitmq         | 2025-10-29 16:43:38.818 | 2025-10-29 10:58:38.818383+00:00 [info] <0.254.0> Running boot step rabbit_federation_parameters defined by app rabbitmq_federation
rabbitmq         | 2025-10-29 16:43:38.818 | 2025-10-29 10:58:38.818539+00:00 [info] <0.254.0> Running boot step rabbit_federation_supervisor defined by app rabbitmq_federation
rabbitmq         | 2025-10-29 16:43:38.824 | 2025-10-29 10:58:38.824531+00:00 [info] <0.254.0> Running boot step rabbit_federation_queue defined by app rabbitmq_federation
rabbitmq         | 2025-10-29 16:43:38.824 | 2025-10-29 10:58:38.824705+00:00 [info] <0.254.0> Running boot step rabbit_federation_upstream_exchange defined by app rabbitmq_federation
rabbitmq         | 2025-10-29 16:43:38.824 | 2025-10-29 10:58:38.824768+00:00 [info] <0.254.0> Running boot step rabbit_mgmt_reset_handler defined by app rabbitmq_management
